uniqueID,drugName,condition,rating,date,usefulCount
27515,Bosulif,Chronic Myelogenous Leukemia,10,42857,0
27516,DDAVP,Diabetes Insipidus,10,42160,8
27517,DDAVP,Diabetes Insipidus,9,41829,2
27520,DDAVP,Diabetes Insipidus,10,40107,12
27524,DDAVP,Diabetes Insipidus,10,39830,7
27525,Pexeva,Anxiety,10,41395,11
27526,Pexeva,Anxiety,10,40593,15
27528,Ivermectin,Rosacea,10,42870,19
27532,Ivermectin,Rosacea,10,42854,21
27533,Ivermectin,Rosacea,10,42847,9
27534,Ivermectin,Rosacea,10,42846,20
27535,Ivermectin,Rosacea,9,42845,20
27536,Ivermectin,Rosacea,10,42843,12
27537,Ivermectin,Rosacea,9,42841,5
27539,Ivermectin,Rosacea,1,42827,10
27540,Ivermectin,Rosacea,8,42821,15
27542,Ivermectin,Rosacea,10,42819,36
27543,Ivermectin,Head Lice,1,42807,3
27546,Ivermectin,Rosacea,10,42792,25
27547,Ivermectin,Rosacea,8,42792,13
27549,Ivermectin,Head Lice,10,42787,9
27550,Ivermectin,Head Lice,10,42778,8
27551,Ivermectin,Head Lice,1,42772,7
27552,Ivermectin,Rosacea,9,42741,46
27553,Dasetta 1 / 35,Birth Control,3,42750,3
27554,Flavoxate,Overactive Bladde,3,42108,4
27555,Flavoxate,Dysuria,10,41568,4
27559,Maprotiline,Panic Disorde,3,42382,4
27560,Maprotiline,Major Depressive Disorde,10,42198,13
27562,Maprotiline,Panic Disorde,10,42025,8
27564,Maprotiline,Panic Disorde,9,40550,47
27565,Maprotiline,Depression,10,39871,21
27566,Ivermectin,Head Lice,1,42735,3
27567,Ivermectin,Rosacea,9,42735,25
27568,Ivermectin,Head Lice,9,42732,5
27569,Ivermectin,Rosacea,1,42715,2
27570,Ivermectin,Head Lice,5,42698,13
27571,Ivermectin,Rosacea,10,42692,22
27572,Ivermectin,Head Lice,3,42677,9
27574,Ivermectin,Rosacea,1,42655,51
27575,Ivermectin,Head Lice,5,42649,5
27576,Ivermectin,Head Lice,10,42644,8
27577,Ivermectin,Rosacea,10,42634,17
27578,Ivermectin,Rosacea,10,42630,23
27579,Ivermectin,Rosacea,9,42620,26
27580,Ivermectin,Head Lice,10,42613,14
27582,Ivermectin,Head Lice,10,42607,9
27583,Ivermectin,Rosacea,9,42606,13
27584,Ivermectin,Head Lice,1,42602,7
27585,Ivermectin,Rosacea,10,42585,18
27587,Ivermectin,Rosacea,10,42572,17
27588,Ivermectin,Rosacea,10,42571,28
27589,Ivermectin,Head Lice,10,42563,12
27590,Ivermectin,Head Lice,10,42563,3
27591,Ammonium lactate,Dry Skin,10,42424,15
27592,Ammonium lactate,Dry Skin,10,42365,11
27593,Ammonium lactate,Dry Skin,9,42038,20
27596,Ammonium lactate,Dry Skin,10,40540,54
27597,Ammonium lactate,Dry Skin,10,40384,62
27599,Ammonium lactate,Ichthyosis,9,39971,58
27601,Ivermectin,Rosacea,10,42553,21
27603,Ivermectin,Head Lice,1,42538,7
27605,Ivermectin,Rosacea,10,42468,23
27606,Ivermectin,Head Lice,1,42465,3
27609,Ivermectin,Head Lice,10,42396,7
27612,Ivermectin,Rosacea,10,42283,21
27613,Ivermectin,Rosacea,10,42277,22
27614,Ivermectin,Rosacea,1,42260,34
27617,Ivermectin,Rosacea,9,42088,23
27618,Ivermectin,Head Lice,10,42045,14
27620,Ivermectin,Head Lice,10,41791,14
27621,Ivermectin,Head Lice,10,41688,29
27624,Dimenhydrinate,Insomnia,10,43070,0
27625,Dimenhydrinate,Nausea/Vomiting,9,43057,0
27626,Dimenhydrinate,Insomnia,10,42869,3
27629,Dimenhydrinate,Motion Sickness,1,42702,3
27630,Dimenhydrinate,Motion Sickness,10,42610,13
27631,Dimenhydrinate,Motion Sickness,10,42608,8
27632,Dimenhydrinate,Motion Sickness,10,42604,4
27633,Dimenhydrinate,Motion Sickness,9,42599,5
27634,Dimenhydrinate,Not Listed / Othe,9,42541,0
27635,Dimenhydrinate,Nausea/Vomiting,10,42431,18
27636,Dimenhydrinate,Motion Sickness,10,42423,22
27637,Dimenhydrinate,Nausea/Vomiting,10,42410,10
27638,Dimenhydrinate,Motion Sickness,10,42282,26
27639,Dimenhydrinate,Motion Sickness,10,42215,33
27640,Dimenhydrinate,Motion Sickness,9,42172,25
27641,Dimenhydrinate,Nausea/Vomiting,10,42110,36
27642,Dimenhydrinate,Motion Sickness,10,42100,31
27643,Dimenhydrinate,Motion Sickness,10,42052,31
27646,Dimenhydrinate,Nausea/Vomiting,10,41867,39
27648,Dimenhydrinate,Motion Sickness,10,41645,12
27650,Dimenhydrinate,Motion Sickness,10,41558,4
27651,Dimenhydrinate,Insomnia,9,41324,37
27652,Dimenhydrinate,Nausea/Vomiting,9,41271,63
27654,Dimenhydrinate,Nausea/Vomiting,9,40712,62
27655,Dimenhydrinate,Motion Sickness,10,40706,44
27656,Dimenhydrinate,Motion Sickness,10,40609,44
27659,Dimenhydrinate,Motion Sickness,10,40291,3
27660,Dimenhydrinate,Motion Sickness,8,40254,42
27663,Dimenhydrinate,Motion Sickness,10,40001,7
27665,Dimenhydrinate,Motion Sickness,9,39548,69
27667,Heme iron polypeptide,Iron Deficiency Anemia,10,40603,18
27668,Heme iron polypeptide,Vitamin/Mineral Supplementation and Deficiency,10,40066,22
27669,Aveed,Hypogonadism Male,5,42648,2
27671,Aveed,Hypogonadism Male,1,42381,6
27672,Aveed,Hypogonadism Male,9,41963,21
27673,Diphenhydramine / phenylephrine,Allergic Rhinitis,10,40136,2
27674,Colazal,Ulcerative Colitis,1,43065,0
27675,Colazal,Ulcerative Colitis,3,41693,6
27676,Colazal,Crohns Disease,10,41604,9
27677,Colazal,Crohns Disease,10,40731,5
27678,Colazal,Ulcerative Colitis,8,40570,14
27680,Colazal,Crohns Disease,8,39952,11
27682,Colazal,Ulcerative Colitis Active,4,39540,13
27683,Colazal,Ulcerative Colitis,10,39503,16
27684,Azasan,Crohns Disease,10,40959,20
27685,Azasan,Systemic Lupus Erythematosus,4,40413,11
27686,Lexapro,Depression,1,43025,9
27689,Lexapro,Anxiety,9,43022,10
27691,Lexapro,Generalized Anxiety Disorde,10,43020,35
27692,Lexapro,Generalized Anxiety Disorde,10,43016,65
27695,Lexapro,Depression,9,43012,24
27696,Lexapro,Anxiety,10,43009,15
27698,Lexapro,Anxiety,1,43007,3
27699,Lexapro,Generalized Anxiety Disorde,1,43006,7
27700,Lexapro,Depression,1,43003,9
27702,Lexapro,Generalized Anxiety Disorde,10,42995,18
27704,Lexapro,Depression,9,42986,23
27705,Lexapro,Depression,3,42983,15
27706,Lexapro,Generalized Anxiety Disorde,9,42983,12
27709,Lexapro,Major Depressive Disorde,6,42976,2
27710,Lexapro,Depression,1,42973,13
27711,Lexapro,Anxiety,10,43080,0
27712,Lexapro,Generalized Anxiety Disorde,10,43079,0
27713,Lexapro,Generalized Anxiety Disorde,9,43078,0
27714,Lexapro,Generalized Anxiety Disorde,8,43074,2
27715,Lexapro,Generalized Anxiety Disorde,10,43071,0
27716,Lexapro,Major Depressive Disorde,9,43069,5
27717,Lexapro,Anxiety,10,43058,15
27719,Lexapro,Anxiety,1,43056,0
27720,Lexapro,Generalized Anxiety Disorde,10,43055,9
27721,Lexapro,Anxiety,10,43055,3
27722,Lexapro,Depression,3,43055,0
27723,Lexapro,Depression,8,43053,6
27724,Lexapro,Anxiety,2,43052,2
27725,Lexapro,Anxiety,8,43049,9
27726,Lexapro,Depression,10,43048,10
27727,Lexapro,Depression,7,43045,11
27728,Lexapro,Depression,3,43042,4
27730,Lexapro,Anxiety,7,43033,14
27731,Lexapro,Anxiety,7,43033,12
27732,Lexapro,Anxiety,9,43028,5
27733,Lexapro,Generalized Anxiety Disorde,9,43027,56
27734,Lexapro,Anxiety,9,43025,20
27735,Lexapro,Anxiety,10,43025,32
27736,Lexapro,Generalized Anxiety Disorde,9,42972,14
27737,Lexapro,Anxiety,8,42971,17
27740,Lexapro,Depression,9,42966,33
27741,Lexapro,Generalized Anxiety Disorde,1,42964,9
27742,Lexapro,Generalized Anxiety Disorde,5,42961,7
27743,Lexapro,Anxiety,10,42955,16
27744,Lexapro,Generalized Anxiety Disorde,10,42951,33
27746,Lexapro,Generalized Anxiety Disorde,10,42938,43
27747,Lexapro,Depression,10,42935,30
27749,Lexapro,Anxiety,10,42927,27
27750,Lexapro,Depression,8,42925,35
27751,Lexapro,Generalized Anxiety Disorde,9,42922,53
27753,Lexapro,Generalized Anxiety Disorde,9,42915,10
27756,Lexapro,Depression,7,42912,15
27758,Lexapro,Depression,8,42909,17
27760,Lexapro,Generalized Anxiety Disorde,9,42906,49
27761,Lexapro,Generalized Anxiety Disorde,8,42906,21
27762,Lexapro,Anxiety,10,42904,34
27763,Lexapro,Generalized Anxiety Disorde,1,42903,11
27764,Lexapro,Anxiety,10,42902,49
27765,Lexapro,Anxiety,7,42901,9
27766,Lexapro,Anxiety,1,42899,8
27767,Lexapro,Anxiety,10,42898,14
27768,Lexapro,Anxiety,10,42896,36
27769,Lexapro,Major Depressive Disorde,10,42895,5
27772,Lexapro,Depression,10,42892,34
27773,Lexapro,Anxiety,9,42891,20
27774,Lexapro,Depression,3,42887,47
27778,Lexapro,Anxiety,10,42881,78
27779,Lexapro,Generalized Anxiety Disorde,6,42876,18
27780,Lexapro,Depression,10,42876,37
27781,Lexapro,Generalized Anxiety Disorde,10,42873,56
27782,Lexapro,Generalized Anxiety Disorde,10,42873,47
27783,Lexapro,Generalized Anxiety Disorde,9,42872,41
27786,Lexapro,Anxiety,1,42804,16
27787,Lexapro,Depression,9,42800,82
27788,Lexapro,Depression,4,42799,20
27789,Lexapro,Anxiety,10,42798,89
27790,Lexapro,Generalized Anxiety Disorde,6,42798,20
27791,Lexapro,Depression,10,42797,91
27793,Lexapro,Anxiety,9,42794,51
27794,Lexapro,Anxiety,9,42793,45
27795,Lexapro,Generalized Anxiety Disorde,1,42793,17
27796,Lexapro,Anxiety,6,42792,30
27797,Lexapro,Depression,10,42790,93
27798,Lexapro,Anxiety,8,42781,50
27799,Lexapro,Anxiety,9,42777,63
27801,Lexapro,Anxiety,8,42776,48
27802,Lexapro,Generalized Anxiety Disorde,10,42776,51
27803,Lexapro,Depression,9,42774,57
27804,Lexapro,Generalized Anxiety Disorde,7,42770,20
27805,Lexapro,Generalized Anxiety Disorde,2,42767,9
27806,Lexapro,Generalized Anxiety Disorde,3,42766,8
27807,Lexapro,Depression,6,42765,8
27808,Lexapro,Anxiety,10,42765,161
27809,Lexapro,Depression,10,42759,45
27811,Lexapro,Depression,2,42707,28
27812,Lexapro,Depression,9,42706,44
27813,Lexapro,Anxiety,1,42705,18
27814,Lexapro,Depression,10,42705,113
27815,Lexapro,Generalized Anxiety Disorde,10,42704,113
27816,Lexapro,Generalized Anxiety Disorde,8,42704,18
27817,Lexapro,Major Depressive Disorde,1,42702,8
27818,Lexapro,Anxiety,8,42701,28
27819,Lexapro,Depression,9,42700,35
27820,Lexapro,Generalized Anxiety Disorde,7,42699,7
27821,Lexapro,Generalized Anxiety Disorde,4,42696,11
27822,Lexapro,Depression,8,42693,56
27823,Lexapro,Anxiety,8,42693,24
27825,Lexapro,Generalized Anxiety Disorde,8,42683,43
27827,Lexapro,Anxiety,10,42681,61
27829,Lexapro,Depression,6,42676,22
27830,Lexapro,Anxiety,9,42674,87
27831,Lexapro,Anxiety,10,42673,25
27832,Lexapro,Generalized Anxiety Disorde,3,42673,15
27835,Lexapro,Anxiety,6,42666,20
27836,Lexapro,Anxiety,10,42753,13
27837,Lexapro,Anxiety,1,42753,16
27838,Lexapro,Anxiety,9,42752,27
27840,Lexapro,Anxiety,10,42751,54
27841,Lexapro,Major Depressive Disorde,6,42751,11
27842,Lexapro,Anxiety,10,42747,23
27843,Lexapro,Depression,1,42746,13
27844,Lexapro,Depression,3,42745,36
27845,Lexapro,Depression,1,42739,25
27847,Lexapro,Anxiety,9,42725,40
27848,Lexapro,Depression,7,42723,25
27849,Lexapro,Depression,10,42719,68
27850,Lexapro,Generalized Anxiety Disorde,5,42719,27
27852,Lexapro,Depression,8,42716,46
27853,Lexapro,Anxiety,1,42715,21
27854,Lexapro,Generalized Anxiety Disorde,10,42714,62
27855,Lexapro,Anxiety,9,42713,26
27856,Lexapro,Generalized Anxiety Disorde,9,42711,15
27858,Lexapro,Depression,9,42709,61
27859,Lexapro,Major Depressive Disorde,7,42709,0
27860,Lexapro,Anxiety,1,42707,25
27861,Lexapro,Generalized Anxiety Disorde,10,42866,23
27862,Lexapro,Depression,9,42866,50
27863,Lexapro,Anxiety,1,42866,7
27864,Lexapro,Depression,10,42865,38
27865,Lexapro,Depression,1,42861,16
27866,Lexapro,Generalized Anxiety Disorde,8,42858,24
27867,Lexapro,Generalized Anxiety Disorde,9,42853,29
27868,Lexapro,Major Depressive Disorde,4,42851,5
27870,Lexapro,Anxiety,9,42850,43
27871,Lexapro,Generalized Anxiety Disorde,8,42847,26
27872,Lexapro,Generalized Anxiety Disorde,10,42844,51
27873,Lexapro,Generalized Anxiety Disorde,7,42837,13
27874,Lexapro,Depression,2,42835,41
27875,Lexapro,Depression,10,42833,60
27877,Lexapro,Generalized Anxiety Disorde,8,42823,25
27878,Lexapro,Anxiety,10,42818,52
27879,Lexapro,Anxiety,10,42818,110
27880,Lexapro,Major Depressive Disorde,10,42815,22
27881,Lexapro,Depression,10,42814,84
27883,Lexapro,Generalized Anxiety Disorde,8,42809,21
27884,Lexapro,Generalized Anxiety Disorde,10,42807,70
27885,Lexapro,Depression,10,42806,77
27886,Lexapro,Anxiety,10,42528,68
27887,Lexapro,Anxiety,1,42528,18
27888,Lexapro,Generalized Anxiety Disorde,9,42528,64
27889,Lexapro,Anxiety,1,42527,12
27890,Lexapro,Generalized Anxiety Disorde,8,42526,37
27891,Lexapro,Generalized Anxiety Disorde,7,42522,41
27893,Lexapro,Major Depressive Disorde,10,42518,43
27894,Lexapro,Anxiety,10,42517,47
27895,Lexapro,Depression,5,42517,22
27896,Lexapro,Anxiety,8,42516,27
27897,Lexapro,Anxiety,10,42515,53
27898,Lexapro,Anxiety,10,42515,23
27899,Lexapro,Depression,1,42512,17
27900,Lexapro,Anxiety,9,42512,27
27903,Lexapro,Generalized Anxiety Disorde,9,42507,32
27904,Lexapro,Depression,10,42506,34
27905,Lexapro,Major Depressive Disorde,6,42499,9
27906,Lexapro,Anxiety,9,42496,51
27908,Lexapro,Major Depressive Disorde,8,42494,20
27911,Lexapro,Depression,1,42664,27
27913,Lexapro,Anxiety,9,42662,31
27914,Lexapro,Depression,2,42662,30
27915,Lexapro,Anxiety,9,42658,39
27916,Lexapro,Anxiety,10,42654,35
27917,Lexapro,Depression,6,42652,20
27918,Lexapro,Generalized Anxiety Disorde,4,42646,22
27919,Lexapro,Anxiety,10,42644,39
27920,Lexapro,Depression,8,42641,12
27921,Lexapro,Anxiety,10,42635,33
27924,Lexapro,Anxiety,1,42626,20
27925,Lexapro,Generalized Anxiety Disorde,8,42624,49
27926,Lexapro,Anxiety,10,42621,54
27927,Lexapro,Generalized Anxiety Disorde,9,42616,88
27928,Lexapro,Depression,10,42614,92
27929,Lexapro,Anxiety,10,42613,44
27932,Lexapro,Anxiety,10,42607,60
27934,Lexapro,Depression,2,42605,24
27936,Lexapro,Generalized Anxiety Disorde,10,42558,76
27937,Lexapro,Anxiety,7,42557,27
27939,Lexapro,Generalized Anxiety Disorde,8,42552,69
27940,Lexapro,Generalized Anxiety Disorde,9,42551,51
27941,Lexapro,Anxiety,1,42550,24
27942,Lexapro,Depression,1,42547,35
27943,Lexapro,Generalized Anxiety Disorde,1,42546,12
27944,Lexapro,Depression,10,42545,57
27946,Lexapro,Depression,2,42545,10
27948,Lexapro,Anxiety,2,42545,15
27949,Lexapro,Depression,8,42544,30
27950,Lexapro,Anxiety,8,42542,120
27951,Lexapro,Anxiety,8,42541,33
27952,Lexapro,Anxiety,5,42536,5
27953,Lexapro,Depression,5,42536,24
27954,Lexapro,Generalized Anxiety Disorde,10,42532,95
27957,Lexapro,Anxiety,8,42531,71
27958,Lexapro,Anxiety,8,42530,23
27959,Lexapro,Anxiety,10,42530,13
27960,Lexapro,Anxiety,10,42528,77
27961,Lexapro,Generalized Anxiety Disorde,10,42604,85
27962,Lexapro,Generalized Anxiety Disorde,5,42604,18
27964,Lexapro,Anxiety,6,42601,11
27965,Lexapro,Generalized Anxiety Disorde,10,42600,85
27966,Lexapro,Generalized Anxiety Disorde,10,42598,35
27967,Lexapro,Anxiety,9,42598,23
27968,Lexapro,Anxiety,5,42592,12
27969,Lexapro,Generalized Anxiety Disorde,1,42590,26
27970,Lexapro,Generalized Anxiety Disorde,6,42588,20
27971,Lexapro,Major Depressive Disorde,8,42587,20
27972,Lexapro,Anxiety,9,42586,72
27973,Lexapro,Generalized Anxiety Disorde,9,42585,62
27974,Lexapro,Major Depressive Disorde,2,42583,7
27975,Lexapro,Depression,10,42579,44
27976,Lexapro,Anxiety,10,42577,55
27977,Lexapro,Anxiety,10,42576,74
27978,Lexapro,Major Depressive Disorde,10,42575,45
27981,Lexapro,Anxiety,8,42573,39
27982,Lexapro,Generalized Anxiety Disorde,10,42561,49
27983,Lexapro,Depression,9,42560,34
27984,Lexapro,Depression,10,42560,76
27987,Lexapro,Generalized Anxiety Disorde,7,42487,13
27988,Lexapro,Anxiety,6,42484,18
27989,Lexapro,Generalized Anxiety Disorde,10,42482,78
27990,Lexapro,Depression,9,42481,13
27991,Lexapro,Depression,9,42480,32
27994,Lexapro,Anxiety,9,42475,116
27997,Lexapro,Anxiety,9,42474,49
27998,Lexapro,Major Depressive Disorde,8,42473,20
27999,Lexapro,Depression,8,42467,50
28003,Lexapro,Depression,1,42463,8
28004,Lexapro,Depression,8,42462,68
28006,Lexapro,Anxiety,1,42459,21
28008,Lexapro,Major Depressive Disorde,1,42453,15
28009,Lexapro,Depression,10,42453,70
28010,Lexapro,Depression,4,42452,15
28012,Lexapro,Major Depressive Disorde,10,42451,53
28014,Lexapro,Depression,1,42451,12
28015,Lexapro,Anxiety,8,42451,44
28016,Lexapro,Depression,1,42449,17
28020,Lexapro,Depression,9,42440,68
28022,Lexapro,Anxiety,7,42439,33
28023,Lexapro,Anxiety,9,42439,31
28025,Lexapro,Anxiety,8,42437,59
28026,Lexapro,Anxiety,10,42436,56
28027,Lexapro,Generalized Anxiety Disorde,10,42436,66
28028,Lexapro,Anxiety,5,42431,18
28029,Lexapro,Anxiety,7,42429,32
28033,Lexapro,Depression,10,42424,62
28036,Lexapro,Depression,1,42420,34
28039,Lexapro,Anxiety,2,42415,17
28040,Lexapro,Anxiety,9,42410,66
28041,Lexapro,Anxiety,10,42405,102
28044,Lexapro,Generalized Anxiety Disorde,10,42400,107
28045,Lexapro,Anxiety,1,42398,11
28046,Lexapro,Depression,10,42396,53
28047,Lexapro,Depression,9,42395,20
28048,Lexapro,Generalized Anxiety Disorde,7,42392,39
28049,Lexapro,Anxiety,10,42391,233
28050,Lexapro,Depression,10,42386,114
28052,Lexapro,Anxiety,5,42385,21
28054,Lexapro,Anxiety,10,42384,62
28055,Lexapro,Generalized Anxiety Disorde,10,42382,72
28056,Lexapro,Generalized Anxiety Disorde,4,42379,31
28058,Lexapro,Depression,1,42373,24
28059,Lexapro,Anxiety,10,42370,43
28060,Lexapro,Generalized Anxiety Disorde,9,42369,77
28061,Lexapro,Generalized Anxiety Disorde,10,42367,62
28062,Lexapro,Depression,9,42366,97
28063,Lexapro,Generalized Anxiety Disorde,9,42366,63
28064,Lexapro,Generalized Anxiety Disorde,10,42365,67
28065,Lexapro,Anxiety,8,42361,77
28066,Lexapro,Anxiety,10,42359,100
28067,Lexapro,Depression,10,42359,63
28070,Lexapro,Generalized Anxiety Disorde,9,42357,55
28071,Lexapro,Generalized Anxiety Disorde,5,42356,11
28072,Lexapro,Generalized Anxiety Disorde,9,42354,47
28073,Lexapro,Anxiety,3,42354,18
28075,Lexapro,Generalized Anxiety Disorde,9,42352,24
28076,Lexapro,Anxiety,5,42351,34
28077,Lexapro,Depression,9,42351,51
28079,Lexapro,Depression,10,42351,84
28080,Lexapro,Generalized Anxiety Disorde,10,42350,60
28081,Lexapro,Generalized Anxiety Disorde,10,42345,67
28082,Lexapro,Major Depressive Disorde,8,42344,29
28083,Lexapro,Anxiety,2,42339,18
28085,Lexapro,Generalized Anxiety Disorde,10,42333,80
28086,Lexapro,Generalized Anxiety Disorde,10,42332,62
28090,Lexapro,Depression,4,42324,39
28093,Lexapro,Depression,10,42321,121
28094,Lexapro,Anxiety,2,42320,13
28095,Lexapro,Depression,10,42318,28
28096,Lexapro,Generalized Anxiety Disorde,9,42316,82
28098,Lexapro,Generalized Anxiety Disorde,10,42313,35
28100,Lexapro,Generalized Anxiety Disorde,1,42307,15
28101,Lexapro,Depression,10,42305,100
28102,Lexapro,Depression,4,42305,22
28103,Lexapro,Anxiety,9,42300,52
28105,Lexapro,Anxiety,5,42298,24
28106,Lexapro,Anxiety,10,42298,44
28108,Lexapro,Anxiety,1,42291,21
28109,Lexapro,Generalized Anxiety Disorde,3,42290,13
28110,Lexapro,Generalized Anxiety Disorde,8,42289,37
28111,Lexapro,Generalized Anxiety Disorde,10,42289,67
28112,Lexapro,Anxiety,5,42283,21
28113,Lexapro,Depression,8,42283,69
28115,Lexapro,Generalized Anxiety Disorde,8,42278,43
28116,Lexapro,Depression,8,42277,58
28117,Lexapro,Generalized Anxiety Disorde,8,42277,36
28118,Lexapro,Generalized Anxiety Disorde,9,42276,40
28119,Lexapro,Anxiety,10,42276,58
28123,Lexapro,Anxiety,10,42264,54
28126,Lexapro,Depression,8,42260,52
28127,Lexapro,Depression,7,42259,10
28128,Lexapro,Anxiety,8,42258,19
28129,Lexapro,Anxiety,10,42253,69
28130,Lexapro,Major Depressive Disorde,10,42253,84
28131,Lexapro,Anxiety,6,42252,74
28135,Lexapro,Anxiety,9,42247,69
28137,Lexapro,Anxiety,9,42242,35
28138,Lexapro,Generalized Anxiety Disorde,7,42241,36
28141,Lexapro,Generalized Anxiety Disorde,5,42234,27
28142,Lexapro,Generalized Anxiety Disorde,9,42234,75
28143,Lexapro,Anxiety,2,42232,24
28144,Lexapro,Anxiety,1,42232,12
28145,Lexapro,Depression,9,42226,65
28146,Lexapro,Depression,9,42225,107
28148,Lexapro,Anxiety,4,42223,22
28149,Lexapro,Anxiety,10,42222,74
28150,Lexapro,Depression,9,42221,36
28152,Lexapro,Anxiety,10,42218,98
28153,Lexapro,Generalized Anxiety Disorde,6,42217,28
28154,Lexapro,Anxiety,5,42216,16
28155,Lexapro,Anxiety,8,42213,11
28156,Lexapro,Generalized Anxiety Disorde,5,42213,19
28157,Lexapro,Anxiety,1,42212,9
28158,Lexapro,Generalized Anxiety Disorde,9,42210,74
28159,Lexapro,Depression,10,42208,157
28160,Lexapro,Generalized Anxiety Disorde,10,42207,27
28161,Lexapro,Anxiety,10,42150,155
28163,Lexapro,Depression,10,42148,88
28164,Lexapro,Generalized Anxiety Disorde,10,42147,57
28165,Lexapro,Anxiety,9,42144,82
28167,Lexapro,Anxiety,9,42143,58
28168,Lexapro,Generalized Anxiety Disorde,9,42139,59
28169,Lexapro,Anxiety,8,42138,65
28171,Lexapro,Depression,10,42131,66
28173,Lexapro,Depression,8,42127,68
28174,Lexapro,Anxiety,10,42126,50
28175,Lexapro,Depression,3,42125,31
28177,Lexapro,Depression,6,42123,26
28178,Lexapro,Anxiety,9,42123,63
28179,Lexapro,Anxiety,10,42123,105
28180,Lexapro,Depression,7,42122,28
28182,Lexapro,Depression,10,42121,86
28183,Lexapro,Anxiety,9,42119,36
28184,Lexapro,Anxiety,9,42119,95
28185,Lexapro,Generalized Anxiety Disorde,8,42118,62
28187,Lexapro,Anxiety,5,42204,37
28188,Lexapro,Generalized Anxiety Disorde,9,42202,38
28189,Lexapro,Depression,10,42197,120
28190,Lexapro,Depression,8,42195,63
28191,Lexapro,Anxiety,5,42193,16
28192,Lexapro,Anxiety,3,42191,18
28193,Lexapro,Anxiety,10,42185,134
28194,Lexapro,Depression,3,42184,21
28196,Lexapro,Anxiety,3,42176,45
28198,Lexapro,Major Depressive Disorde,7,42174,28
28199,Lexapro,Generalized Anxiety Disorde,10,42170,54
28201,Lexapro,Generalized Anxiety Disorde,10,42164,48
28202,Lexapro,Anxiety,9,42162,81
28203,Lexapro,Generalized Anxiety Disorde,9,42160,50
28205,Lexapro,Anxiety,10,42155,60
28206,Lexapro,Generalized Anxiety Disorde,10,42155,49
28207,Lexapro,Anxiety,9,42154,19
28208,Lexapro,Generalized Anxiety Disorde,9,42153,67
28209,Lexapro,Anxiety,10,42153,80
28210,Lexapro,Anxiety,10,42153,86
28211,Lexapro,Generalized Anxiety Disorde,10,42118,73
28212,Lexapro,Anxiety,9,42118,53
28213,Lexapro,Generalized Anxiety Disorde,10,42117,62
28216,Lexapro,Anxiety,10,42109,52
28217,Lexapro,Generalized Anxiety Disorde,10,42107,135
28219,Lexapro,Anxiety,1,42104,16
28221,Lexapro,Depression,9,42103,71
28222,Lexapro,Generalized Anxiety Disorde,10,42103,101
28223,Lexapro,Anxiety,10,42101,97
28224,Lexapro,Anxiety,1,42097,22
28225,Lexapro,Generalized Anxiety Disorde,9,42093,50
28226,Lexapro,Generalized Anxiety Disorde,10,42092,63
28227,Lexapro,Major Depressive Disorde,9,42089,36
28228,Lexapro,Anxiety,6,42087,12
28232,Lexapro,Anxiety,10,42079,37
28233,Lexapro,Depression,9,42077,41
28235,Lexapro,Anxiety,10,42077,13
28236,Lexapro,Anxiety,10,42016,35
28237,Lexapro,Depression,10,42016,254
28239,Lexapro,Generalized Anxiety Disorde,10,42014,128
28240,Lexapro,Depression,10,42012,102
28241,Lexapro,Generalized Anxiety Disorde,9,42011,100
28244,Lexapro,Depression,9,42005,81
28246,Lexapro,Anxiety,10,41992,201
28248,Lexapro,Depression,10,41991,26
28249,Lexapro,Generalized Anxiety Disorde,8,41990,36
28250,Lexapro,Generalized Anxiety Disorde,1,41982,33
28251,Lexapro,Anxiety,9,41981,29
28252,Lexapro,Major Depressive Disorde,4,41980,21
28253,Lexapro,Generalized Anxiety Disorde,10,41976,79
28254,Lexapro,Major Depressive Disorde,10,41973,69
28255,Lexapro,Depression,10,41970,95
28256,Lexapro,Anxiety,10,41968,119
28258,Lexapro,Anxiety,9,41966,234
28259,Lexapro,Generalized Anxiety Disorde,10,41965,66
28261,Lexapro,Generalized Anxiety Disorde,3,42076,7
28262,Lexapro,Anxiety,10,42075,6
28264,Lexapro,Anxiety,9,42074,3
28265,Lexapro,Anxiety,10,42072,106
28266,Lexapro,Generalized Anxiety Disorde,7,42065,11
28267,Lexapro,Generalized Anxiety Disorde,9,42064,36
28269,Lexapro,Generalized Anxiety Disorde,10,42059,82
28270,Lexapro,Depression,8,42057,70
28271,Lexapro,Depression,5,42052,33
28272,Lexapro,Depression,7,42052,113
28274,Lexapro,Generalized Anxiety Disorde,10,42047,21
28275,Lexapro,Depression,4,42046,49
28276,Lexapro,Anxiety,9,42041,88
28277,Lexapro,Depression,9,42041,60
28278,Lexapro,Depression,9,42033,39
28279,Lexapro,Generalized Anxiety Disorde,9,42033,55
28280,Lexapro,Generalized Anxiety Disorde,10,42032,89
28284,Lexapro,Anxiety,10,42016,154
28285,Lexapro,Generalized Anxiety Disorde,9,42016,81
28287,Lexapro,Generalized Anxiety Disorde,9,41909,112
28288,Lexapro,Anxiety,10,41907,187
28289,Lexapro,Generalized Anxiety Disorde,10,41907,112
28290,Lexapro,Anxiety,10,41906,120
28292,Lexapro,Anxiety,9,41904,131
28293,Lexapro,Generalized Anxiety Disorde,8,41904,46
28295,Lexapro,Anxiety,10,41902,121
28296,Lexapro,Depression,9,41900,39
